Name,Rating,Address,URL,Price,Type,Phone,Cousine
Nur Imam Restaurant,5.0 ,"2-12 Medan Stesen 19/4 Opposite to Tesco Parking, Ipoh 31650 Malaysia",,$,$IndianAsianThai,,"Indian, Asian, Thai, Malaysian"
Yee Thye Cake House & Confectionery,4.0 ,"32, 34, 36, Jalan Theatre, Taman Jubilee, Ipoh 30300 Malaysia",http://www.yeethye.com.my/,Cafe,CafeAsianMalaysian,+60 16-538 2982,
Lam Fong Biscuit,4.0 ,"52, Jalan Yau Tet Shin, Taman Jubilee, Ipoh 31400 Malaysia",https://lamfongipoh.com/,Bakeries,BakeriesCafeAsianMalaysian,+60 12-512 5584,
Kitchen Iron Rice Bowl Sdn Bhd,5.0 ,"Medan Bercham Selatan No 31 Laluan Bercham, Ipoh 31400 Malaysia",http://www.facebook.com/KitchenIronRiceBowl/,$,$AsianVietnameseAustralian,+60 11-1191 1319,"Asian, Vietnamese, Australian, Singaporean, Malaysian"
Sam Poh Restaurant,4.5 ,"17, Persiaran Bandar Baru Tambun 16, Desa Tambun, Ipoh 31400 Malaysia",https://www.facebook.com/sampoh6869/,,,+60 16-551 6869,
Restoran Little Cuisine,4.5 ,"53 Medan Soon Choon 1, Ipoh 31350 Malaysia",https://www.facebook.com/Restoran-Little-Cuisine-2077893532441905/,,,+60 17-502 2280,
362 Gunung Rapat Heong Peah,5.0 ,"362 Jalan Gunung Rapat, Ipoh 31350 Malaysia",,,,+60 16-560 9094,
Peninsula Cafe,4.5 ,"39, Jalan Raja Dr. Nazrin Shah, Ipoh 30250 Malaysia",,Italian,ItalianAmericanAsianMalaysian,,
First Coffee House,4.5 ,"61 & 63 Jalan Dato Onn Jaafar, Ipoh 30300 Malaysia",,,,+60 5-241 0286,
Maysin Restaurant,3.5 ,"16 Jalan Tun Sambanthan, Ipoh 30000 Malaysia",,Chinese,Chinese,+60 16-501 0922,
Su Nasi Kandar GP,4.0 ,"Jalan Ng Soon Teik GP Food Court, First Garden,, Ipoh 30100 Malaysia",,Indian,Indian,,
Sān Mā Yá Cài Huá Jī Fàn,,"3 Jalan SA Lingam, Ipoh 31400 Malaysia",https://chicken-restaurant-137.business.site/,$,$AsianMalaysian,+60 17-756 8562,"Asian, Malaysian"
Koo Zai Village Chicken,5.0 ,"69, Jalan Medan Ipoh 6, Taman Ipoh Timur, 31400, Ipoh 31400 Malaysia",,Chinese,ChineseAsianMalaysian,+60 10-801 7882,"Brunch, Lunch, Dinner"
Lim Curry Laksa,4.0 ,"893 Persiaran Bercham Timor 1, Ipoh 31400 Malaysia",https://www.facebook.com/LimCurryLaksa/,,,+60 18-780 2199,
Nasi Ganja Ipoh,3.5 ,"Jalan Yang Kalsom, Ipoh 30250 Malaysia",,$,$AsianMalaysian,+60 5-254 4316,Lunch
Nasi Ayam Puziah Bazar Bulat,3.5 ,"Jalan Mustapa Al-Bakri, Ipoh 30300 Malaysia",,$,$AsianMalaysian,,"Malaysian, Asian"
Rosutto BBQ,5.0 ,"2-12a Jalan Medan Ipoh 1H, Ipoh 31400 Malaysia",,Barbecue,Barbecue,+60 18-328 4330,Dinner
Hokkaido Japanese Cuisine,4.0 ,"Ipoh Town 7 & 9, Medan Ipoh 1D, Medan Ipoh Bistari, Ipoh 31400 Malaysia",,Japanese,JapaneseSushi,+60 5-549 2083,"Lunch, Dinner, Brunch, Drinks"
Restaurant Rasa Sayang Chicken Rice,4.0 ,"29 31 Jalan Theatre Taman Jubilee, Ipoh 30300 Malaysia",,,,+60 5-241 1171,
Super Red Mini Steamboat,4.5 ,"43 Persiaran Greenhill, Ipoh 30450 Malaysia",http://www.facebook.com/superredministeamboat,,,+60 5-241 3772,
Restoran eipoh,4.0 ,"Jalan Sultan Azlan Shah selatan, Ipoh 31650 Malaysia",,$$ - $$$,$$ - $$$AsianMalaysian,,
KamWan Restaurant DongGuTing,4.5 ,"18 Lengkok Canning Taman Canning, Ipoh 31400 Malaysia",,,,+60 16-553 2907,
Red Mountain Sin Yoon Loong White Coffee,5.0 ,"Lot.59241, Bukit Merah Industrial Estate,Batu4 1/2, Ipoh 31450 Malaysia",,$,$CafeAsianMalaysian,+60 11-6507 1937,"Cafe, Asian, Malaysian"
Tea Place,4.5 ,"Jalan Bercham Bistari 1 42A-1, Medan Bercham Bistari, Ipoh 31400 Malaysia",,,,+60 5-549 2352,
Seafood Recipe Restaurant ,5.0 ,"56, Jalan Horley, Kampung Jawa, Ipoh 30300 Malaysia",,Chinese,ChineseSeafood,,"Lunch, Dinner"
Spade's Burger Ipoh,3.5 ,"22 Persiaran Greentown 10 Greentown Business Centre, Ipoh 30450 Malaysia",,$$ - $$$,$$ - $$$Quick BitesFast food,,"Lunch, Dinner, Brunch"
Restoran Pekan Nasi Kandar-DJ Bistro,4.5 ,"1 Jalan Sultan Idris Shah, Ipoh 30000 Malaysia",http://www.facebook.com/Pekan-nasi-Kandar-dj-Bistro-1409973692361529/,Asian,AsianMalaysian,6052413471,
Restoran Lap Lap Heong,4.5 ,"Jalan Chung Ah Ming No 21, Ipoh 31650 Malaysia",http://www.facebook.com/Restoran-Lap-Lap-Heong-%E7%89%B9%E9%A6%99%E9%9B%9E%E9%A3%AF%E7%BE%8E%E9%A3%9F%E9%A4%A8-386476311757760/,,,+60 18-372 2686,
Kommons,5.0 ,"G-1, Ground Floor, Travelodge Ipoh Hotel Jalan Raja Dihilir, Ipoh 30350 Malaysia",,$,$,+60 11 1318 0696,"After-hours, Drinks"
Tengood,4.5 ,"Persiaran Greentown 6, Ipoh 30450 Malaysia",,,,6052428332,
Yig Cafe,4.5 ,"No. 39 Jalan Sultan Azlan Shah Shop 1, Ipoh Garden Square, Ipoh 31400 Malaysia",,,,+60 5-541 7180,
Hock Kee Teochew Porridge Restaurant,5.0 ,"21 Jalan Medan Ipoh 8, Ipoh 31400 Malaysia",,,,+60 5-546 3321,
Western N Thai Cuisine,5.0 ,"Laluan Perusahaan Menglembu 1 No.6, Ipoh 31450 Malaysia",,Chinese,ChineseCafeThai,+60 19-510 8248,"Lunch, Dinner"
Labu Sayong Signature,4.0 ,"Persiaran Meru Raya 1, Ipoh 30020 Malaysia",,$$ - $$$,$$ - $$$AsianMalaysian,+60 11-1122 4924,"Asian, Malaysian"
Simple Cafe & Treats,3.5 ,"17 Jalan Medan Ipoh 5 Bandar Medan Baru, Ipoh 31400 Malaysia",http://www.facebook.com/simplecafeandtreats/,$$ - $$$,$$ - $$$,+60 16-500 5555,"Takeout, Seating, Parking Available, Street Parking, Accepts Mastercard, Accepts Visa, Reservations, Digital Payments"
Wah Chai Seafood,5.0 ,"53-55-57 Jalan Besar, Ipoh 31450 Malaysia",http://wahchaiseafood.com.my/,Asian,AsianMalaysian,+60 5-281 1399,"Lunch, Dinner"
Old Street Curry Mee House,5.0 ,"13 Jalan Sultan yusuf Ipoh Little India, Ipoh 30000 Malaysia",,Chinese,ChineseIndianAsianStreet Food,+60 10-669 3010,"Breakfast, Lunch, Dinner"
Fujiwara Tofa,5.0 ,"Jalan Sultan Iskandar Palo 101 Lot 189-E, Ipoh 30000 Malaysia",https://www.facebook.com/FUJIWARATOFASHOP/,Dessert,DessertChineseAsian,+60 19-970 2692,
EightMiles Burger Banjir,4.5 ,"Kampung Melayu, Tanjung Rambutan Malaysia",,Fast food,Fast food,+60 12-484 1384,
Great View Restaurant,5.0 ,"54 Jalan Raja Ekram, Ipoh, Perak, Ipoh 30450 Malaysia",,Chinese,ChineseSeafoodAsianSoups,+60 5-210 1300,Dinner
Ipoh Perak,5.0 ,"2, Persiaran Bercham Selatan 8, Taman Kencana, 31400 Ipoh, Perak, Malaysia, Ipoh 31400 Malaysia",,Asian,AsianMalaysian,+60 12-461 7228,
Meru Valley Resort,3.5 ,"Jalan Bukit Meru 30020 Ipoh Perak Darul Ridzuan Malaysia, Ipoh 30020 Malaysia",,Asian,AsianMalaysian,,
Menglembu Best View Restaurant,5.0 ,"1 Jalan Menglembu Timur Taman Bukit Merah, Menglembu 31450 Malaysia",,Chinese,ChineseAsianMalaysian,+60 5-281 5388,Dinner
MYTH Eatery and  Bar,3.0 ,"No 2 Hala Datuk 5, Ipoh 31650 Malaysia",,$$ - $$$,$$ - $$$BarPubMalaysian,+60 5-254 8133,"Breakfast, Lunch, Dinner, Brunch"
Suhaimi Cafe,4.0 ,"57, Laluan Jelapang Selatan Taman Kledang Permai, Ipoh 30020 Malaysia",,Asian,AsianMalaysian,,
Doi Chaang Coffee by Morning Jolt - DC Coffee Ipoh,3.5 ,"47 Jalan Medan Ipoh 2 Bandar Baru Medan Ipoh, Ipoh 31400 Malaysia",,$$ - $$$,$$ - $$$Cafe,+60 5-541 2485,Cafe
Veggie Delights Cafe,4.5 ,"Lot 1451 , Jalan Datoh, Ipoh 30000 Malaysia",,,,+60 12-209 0391,
Kedai Kopi Jen Jen,4.0 ,"Jalan Tokong, Ipoh 31650 Malaysia",,Asian,Asian,+60 17-579 6786,"Breakfast, Lunch"
Restoran Grandview,5.0 ,"33 Jalan Medan Ipoh 7, Ipoh 31400 Malaysia",,Chinese,Chinese,+60 5-541 6006,
Fai Kee Noodles,4.0 ,"Jalan Ghazali Jawi Lot 43, Medan Selera Stadium, Ipoh 31400 Malaysia",,,,+60 12-457 9645,
Restoran Yin,5.0 ,"B-G-3 Menara Majestic Tahwil Azar, Ipoh 30300 Malaysia",,Chinese,ChineseAsianMalaysian,+60 12-507 0751,"Breakfast, Lunch"
Kedai Kopi Chang Jiang,4.5 ,"171 Jalan Pasir Puteh, Ipoh 31650 Malaysia",,Asian,AsianMalaysian,+60 16-592 2225,
Restoran Mee Hailam Ang Ang,4.5 ,"3, Jalan Bunga Raya 6, Taman Boon Bak, Ipoh 31650 Malaysia",,$,$International,6053235928,Lunch
Home Made Yong Tow Fu Pasir Pinji Ipoh,4.5 ,"1428 Jalan Pasir Pinji 4, Ipoh 31650 Malaysia",,$,$Chinese,+60 12-505 8902,
Roy Thai Restaurant,4.0 ,"89, Jalan Canning Estate Taman Ipoh, Ipoh 31400 Malaysia",,$$ - $$$,$$ - $$$Thai,6055450116,"Lunch, Dinner"
Restoran Yee Lock,4.0 ,"8A, Jalan Leong Sin Nam, Kampung Jawa, Ipoh 30300 Malaysia",,Chinese,ChineseAsianMalaysian,,
Foong Loy Restaurant,4.0 ,"#4A, Jalan SM1, Taman Saujana Mega, Batu Gajah 31000 Malaysia",,,,+60 16-599 6443,
Tea Bones Cafe,4.5 ,"95 & 97 Jalan Sultan Iskandar, Ipoh 30000 Malaysia",,$,$Chinese,+60 16-512 0001,Chinese
Yeop's Kitchen,4.5 ,"8-10 Jalan Maharajalela, Ipoh 30000 Malaysia",,Asian,AsianMalaysian,+60 5-241 8853,
Esther's Appam Stall,4.5 ,"Jalan Sungai Pari, Ipoh Malaysia",,,,,
MINERS ARMS Ipoh Oldtown,5.0 ,"18, 1st floor, Jalan Tun Sambanthan Ipoh, Perak, Ipoh 30000 Malaysia",,$$$$,$$$$BarPubWine Bar,6052533116,"Bar, Pub, Wine Bar"
Chong Chew Restoran,5.0 ,"Lebuh Kanthan Baru Kanthan, Chemor 31200 Malaysia",,Chinese,ChineseAsianMalaysian,+60 5-201 7616,
Mama Noodle Cafe,4.0 ,"132 Hala Wah Keong Taman Mirindi, Ipoh 31400 Malaysia",,Chinese,Chinese,+60 16-591 7188,Breakfast
Restoran Oldfriend,5.0 ,"1 Jalan Chemor Hulu Kinta, Chemor 31200 Malaysia",,Chinese,Chinese,,
Ray of Hope Ipoh,4.5 ,"24 & 26 Persiaran Bercham Selatan 31 Taman Sri Kurau, Bercham, Ipoh 31400 Malaysia",,Cafe,CafeAsianMalaysian,6055488796,"Breakfast, Lunch"
"Allongs, Warong Ipoh Lontong",4.0 ,"24 Pesara Ipoh 1, Ipoh 31400 Malaysia",,Asian,AsianMalaysian,+60 18-466 6238,
Fu Man Lou Home Cuisine,5.0 ,"6 Jalan Seenivasagam, Ipoh 31200 Malaysia",https://fu-man-lou-restaurant.business.site/?utm_source=gmb&utm_medium=referral,Asian,AsianMalaysian,+60 16-686 7011,"Lunch, Dinner"
Restoran Vegas,3.5 ,"1 Lorong Cecil Rae Canning Garden, Lebuh Cecil Rae, Ipoh 31400 Malaysia",,$,$Malaysian,+60 12-528 2848,
Chan Burger Stall,5.0 ,"1390, Jalan Queen, Kampung Pasir Pinji Baru, 31650, Ipoh 31650 Malaysia",,Quick Bites,Quick BitesFast food,,
Vintage Coffee and Bread,4.0 ,"111 Jalan Theatre, Ipoh 30300 Malaysia",,Cafe,Cafe,+60 12-837 6618,"Breakfast, Lunch"
Olivenz Cafe,3.5 ,"65 Jalan Medan Ipoh 3 Bandar Baru Medan Ipoh, Ipoh 31400 Malaysia",,$$ - $$$,$$ - $$$Steakhouse,+60 5-545 5099,
