poiID,activityRating,ratingDate,userID
P003888,3,4/2/2022,U05608
P004415,1,3/7/2023,U06936
P000423,5,20/1/2022,U04269
P004681,4,11/7/2023,U00701
P004424,5,21/11/2022,U09597
P000431,2,18/6/2023,U00295
P000964,5,12/12/2022,U04619
P005003,3,1/12/2022,U07392
P003508,4,8/5/2023,U08691
P005205,2,28/6/2023,U01268
P004299,3,1/5/2023,U04754
P000265,3,29/3/2023,U01691
P003432,5,26/5/2022,U09523
P004679,1,13/1/2022,U04016
P004556,1,9/3/2022,U07290
P000648,4,19/2/2023,U05012
P003867,3,11/10/2022,U00449
P002123,4,17/11/2022,U02923
P001185,3,10/5/2023,U03470
P000059,4,13/4/2022,U07948
P004316,4,14/9/2023,U09721
P001803,1,9/1/2023,U05502
P001367,4,30/8/2023,U09994
P001588,3,23/1/2022,U07387
P003633,2,13/9/2022,U06804
P000675,2,20/3/2022,U07932
P004904,4,24/5/2023,U05041
P003489,4,19/1/2023,U05040
P002769,1,2/10/2022,U01748
P001833,4,21/11/2022,U01560
P000773,5,9/8/2023,U02888
P004619,5,17/7/2022,U00060
P004858,4,9/10/2022,U03342
P004155,3,9/9/2022,U01655
P003849,4,18/9/2023,U00217
P005144,3,23/6/2023,U05092
P000326,2,25/8/2023,U04462
P004882,2,24/2/2022,U03791
P001757,2,19/1/2023,U07909
P002111,5,25/1/2022,U05113
P004435,3,30/8/2023,U09195
P001716,2,1/9/2022,U08024
P003856,4,18/1/2022,U00113
P004082,2,31/10/2022,U01649
P000669,5,24/1/2022,U09891
P004798,3,7/4/2022,U09720
P000714,2,20/4/2023,U06299
P001056,2,22/10/2023,U04143
P002506,4,22/9/2023,U07230
P002031,1,27/11/2022,U05417
P000085,1,13/1/2023,U07425
P003357,2,21/12/2022,U06756
P004713,3,29/9/2023,U06261
P003848,3,6/7/2023,U01213
P001859,5,13/4/2023,U08728
P004777,5,15/9/2023,U07587
P003391,3,7/2/2023,U06888
P004419,5,4/9/2022,U04460
P004447,1,28/4/2023,U00301
P000380,5,9/10/2022,U02235
P000335,3,6/7/2022,U07261
P004752,3,3/1/2023,U08042
P001097,2,31/1/2023,U07456
P002122,1,5/10/2023,U06955
P002360,1,15/1/2022,U01957
P002866,5,6/2/2023,U09754
P000682,4,3/3/2023,U02543
P002737,1,11/10/2023,U02662
P001888,1,13/6/2022,U09262
P004162,2,15/7/2022,U01789
P001659,2,23/6/2022,U03142
P003812,3,5/6/2022,U05186
P004664,4,11/9/2022,U09262
P000809,2,28/5/2023,U07245
P005050,3,5/1/2023,U09904
P000362,1,16/5/2022,U03184
P001035,3,12/5/2023,U09194
P004889,1,21/2/2022,U02577
P001537,4,3/6/2022,U08029
P001886,4,13/10/2022,U04177
P005214,1,23/1/2023,U05814
P003174,2,18/5/2022,U01122
P003187,1,9/1/2022,U04462
P001063,2,2/1/2022,U07714
P002160,5,18/3/2023,U09327
P002974,5,5/6/2023,U03820
P003878,4,12/6/2022,U04504
P005052,1,5/2/2023,U02764
P001387,2,8/2/2023,U02027
P001717,5,26/9/2022,U01984
P002598,5,27/10/2023,U01177
P004062,1,6/5/2022,U07120
P000278,5,6/3/2022,U02564
P002707,5,21/4/2023,U03272
P001548,4,28/11/2022,U00621
P000243,5,8/1/2023,U02981
P003149,5,14/2/2022,U05233
P001113,4,6/10/2023,U05551
P005189,2,14/8/2023,U07155
P004079,1,28/6/2023,U08265
P004688,2,28/10/2023,U06861
P003791,5,6/8/2023,U09925
P002244,4,11/11/2022,U01861
P002670,2,23/8/2023,U07067
P002987,2,17/7/2023,U09987
P002223,5,30/5/2022,U07892
P001611,5,1/2/2022,U01780
P001001,2,4/12/2022,U01520
P003859,3,31/5/2023,U02553
P004608,1,2/10/2023,U07656
P003942,4,29/3/2022,U00191
P000523,3,19/1/2022,U07361
P001561,3,10/10/2022,U09571
P001264,2,12/2/2022,U03773
P000593,1,26/10/2023,U03303
P003962,5,21/10/2022,U03869
P003153,5,3/2/2022,U05731
P004046,1,1/9/2022,U05777
P002245,5,30/8/2022,U07258
P003265,2,30/5/2022,U04819
P004555,4,30/12/2022,U06991
P001015,4,17/8/2022,U03327
P001862,2,17/12/2022,U04054
P004675,4,5/12/2022,U03874
P003421,3,17/6/2022,U02778
P000684,2,6/10/2023,U09572
P004276,4,13/10/2023,U05777
P002761,1,16/5/2022,U06416
P003521,4,31/7/2022,U06329
P000825,4,19/8/2023,U01471
P000237,3,26/6/2023,U04031
P001705,3,14/12/2022,U05850
P002454,4,6/6/2022,U07202
P000019,4,11/11/2022,U02125
P001259,3,26/2/2022,U01406
P005122,4,28/5/2022,U03108
P000186,3,25/4/2022,U08163
P003375,2,23/2/2022,U07675
P004549,1,16/11/2022,U07090
P001922,4,16/12/2022,U01339
P004555,4,8/6/2022,U06066
P000454,1,30/6/2023,U09046
P002975,2,1/9/2022,U05264
P003921,2,3/1/2023,U06102
P000603,4,25/12/2022,U04998
P000588,4,20/10/2022,U04070
P003541,4,29/5/2022,U07783
P001655,4,29/9/2022,U01677
P000154,4,3/11/2022,U03934
P002398,1,17/5/2023,U07712
P000548,4,10/7/2023,U05186
P002729,2,12/9/2023,U05015
P004566,2,15/2/2022,U09317
P002384,3,1/8/2023,U05014
P000892,1,27/4/2023,U08311
P003051,4,7/7/2023,U04153
P004338,2,9/7/2023,U02895
P003712,4,22/4/2022,U03235
P003726,2,13/5/2023,U00475
P002742,3,4/5/2022,U02264
P004906,1,23/12/2022,U00980
P004913,4,4/9/2022,U05253
P005082,3,9/4/2022,U06010
P000021,5,22/2/2022,U01039
P002657,1,3/10/2022,U03363
P002948,5,1/5/2022,U00758
P004280,4,16/5/2022,U08497
P000041,5,11/8/2023,U09854
P002831,3,5/6/2022,U05151
P001422,5,7/3/2023,U00697
P000163,1,21/8/2022,U07640
P000511,1,23/9/2023,U08388
P001039,3,3/2/2023,U01033
P002833,1,23/9/2022,U00935
P004817,4,1/4/2023,U05365
P002510,1,22/1/2023,U00068
P004965,4,28/9/2023,U00228
P002993,1,16/9/2023,U05851
P005182,3,26/1/2023,U01001
P003125,3,12/1/2022,U05530
P001749,3,19/1/2022,U01025
P004429,3,10/2/2022,U01034
P000346,5,28/7/2023,U03857
P000985,4,24/10/2022,U09403
P004343,1,22/7/2022,U07674
P000392,1,21/10/2023,U04777
P004667,2,7/10/2022,U02663
P002200,4,14/10/2022,U09071
P001011,3,17/7/2023,U05225
P002223,3,15/2/2022,U07067
P003096,3,6/3/2023,U00111
P004160,1,5/10/2023,U06836
P001816,5,7/10/2022,U01793
P003204,2,17/5/2022,U03296
P002958,2,16/10/2022,U00872
P003200,1,17/9/2022,U08068
P001017,2,14/6/2022,U04350
P003321,3,25/4/2022,U03088
P003406,2,21/3/2023,U00844
P003882,2,27/5/2022,U05914
P002494,3,19/2/2022,U03235
P004955,5,21/8/2023,U03316
P004667,1,18/3/2022,U09640
P001405,4,28/2/2023,U04861
P003542,5,8/5/2022,U07947
P004689,2,28/4/2023,U08668
P003474,5,14/9/2022,U01406
P000167,2,27/2/2022,U00457
P001933,3,1/10/2022,U03385
P000624,5,30/6/2023,U00585
P005171,5,9/6/2022,U05542
P001002,1,12/11/2022,U02877
P001828,4,24/7/2022,U03450
P001031,2,20/4/2022,U03450
P000694,3,27/3/2022,U07035
P005217,2,20/6/2022,U05290
P001203,1,5/3/2023,U07252
P002226,3,25/4/2023,U06705
P001791,3,30/3/2022,U00407
P000255,4,3/1/2022,U05228
P004527,3,1/5/2023,U02491
P000787,1,27/10/2023,U07038
P002431,4,18/12/2022,U04842
P004970,5,24/3/2022,U05710
P004240,5,25/8/2022,U04988
P000773,3,11/7/2023,U01536
P000027,1,10/9/2023,U06886
P000369,3,1/1/2022,U07136
P003361,3,23/6/2022,U04296
P002427,1,28/10/2023,U03316
P003210,2,4/10/2023,U05876
P002898,2,2/10/2023,U07710
P004026,2,12/7/2022,U06165
P002970,4,10/3/2022,U09619
P001456,1,8/12/2022,U04174
P004883,3,11/6/2023,U06134
P002672,3,25/10/2023,U06201
P002373,2,20/7/2023,U03827
P000814,3,31/12/2022,U01987
P003697,5,25/9/2022,U02206
P003867,3,18/7/2022,U02245
P005200,3,24/6/2023,U02602
P000581,1,23/9/2023,U09968
P000558,2,15/9/2023,U05418
P003260,3,13/1/2023,U04372
P004208,5,24/8/2023,U01531
P001869,3,7/9/2023,U04797
P001582,2,8/1/2023,U02916
P005126,2,19/5/2022,U08152
P002799,3,6/9/2023,U05949
P002581,3,6/4/2023,U06999
P001828,4,22/4/2023,U02774
P003979,4,21/5/2023,U02646
P000683,4,10/8/2022,U08195
P003535,3,15/3/2023,U09765
P001958,2,30/4/2023,U01110
P003464,2,13/12/2022,U01669
P004192,3,27/12/2022,U02199
P001111,1,2/7/2023,U02137
P003341,3,2/8/2022,U07826
P001404,1,31/3/2022,U03212
P001482,2,12/2/2022,U00859
P002097,4,11/4/2023,U03531
P002488,3,29/5/2022,U01139
P002677,1,13/3/2022,U08841
P004832,4,4/6/2023,U02997
P002004,5,10/6/2022,U02316
P004660,5,1/12/2022,U00267
P001201,5,29/7/2022,U08771
P004160,3,28/3/2023,U02076
P003870,5,1/3/2022,U01705
P002776,4,23/1/2023,U06562
P004302,1,8/1/2023,U07389
P002721,3,20/1/2023,U03016
P002619,1,22/2/2022,U05335
P003170,2,15/8/2022,U07876
P004829,5,8/2/2023,U06005
P002263,5,30/8/2023,U00498
P005086,3,29/11/2022,U07130
P004015,3,26/3/2022,U05914
P000350,4,7/7/2023,U02522
P000311,4,30/1/2022,U06996
P002339,3,21/4/2023,U02709
P001496,3,23/1/2023,U09145
P003873,3,22/10/2022,U08706
P002134,1,3/9/2023,U04449
P002542,3,16/1/2023,U07529
P001555,2,27/9/2023,U09257
P002371,5,4/6/2023,U02211
P003034,4,29/8/2023,U00120
P003734,4,10/11/2022,U02523
P004891,2,9/1/2022,U03401
P003621,2,26/5/2022,U06270
P002146,2,27/1/2022,U01205
P004380,4,2/3/2023,U02859
P001023,5,22/6/2022,U02549
P004866,2,13/7/2022,U09436
P004330,4,7/6/2023,U06608
P000553,1,3/7/2022,U04321
P003659,4,11/1/2023,U01991
P001687,2,14/1/2023,U00973
P004599,3,13/3/2023,U08375
P004268,4,10/8/2023,U05752
P004087,4,19/7/2022,U09587
P004780,5,2/2/2022,U02114
P004485,4,15/3/2022,U01420
P003228,3,25/10/2023,U03528
P005125,3,21/12/2022,U07338
P000165,3,3/9/2022,U02716
P002927,4,12/5/2023,U06867
P004874,2,21/3/2023,U07427
P001998,1,23/2/2022,U01205
P004957,3,27/10/2022,U05669
P004986,5,19/4/2022,U02553
P000361,1,20/6/2023,U09719
P003698,3,8/11/2022,U05650
P002851,5,18/2/2023,U02126
P003382,1,24/1/2023,U07626
P002359,4,19/2/2023,U09778
P000098,5,8/12/2022,U01968
P001152,2,15/7/2023,U08115
P002459,1,27/1/2023,U05764
P005102,2,20/9/2023,U06494
P003425,5,12/3/2023,U01754
P000709,5,25/8/2023,U05776
P004396,2,25/6/2022,U09075
P001070,2,13/11/2022,U01494
P004914,3,28/1/2022,U07190
P000024,3,24/6/2023,U06236
P003816,1,4/2/2023,U09788
P002669,4,2/2/2023,U01897
P001233,4,30/5/2022,U02931
P003281,5,1/7/2023,U08897
P005129,2,20/10/2022,U00328
P002266,2,4/8/2022,U02248
P003673,2,1/12/2022,U04456
P002655,4,28/7/2022,U04974
P004969,3,24/7/2022,U01173
P003685,2,30/5/2023,U07547
P001434,4,12/2/2022,U09639
P001449,2,4/4/2023,U08243
P003587,5,27/6/2022,U08988
P004639,2,29/7/2022,U04188
P004648,1,22/11/2022,U01335
P002647,1,25/7/2022,U00393
P000637,2,5/6/2023,U03584
P002075,5,19/10/2023,U08908
P001065,3,3/5/2023,U05876
P000027,4,17/10/2022,U02449
P000306,1,21/10/2023,U03472
P003086,4,13/3/2022,U03929
P002740,3,3/1/2022,U05602
P004385,2,2/5/2023,U01791
P004446,5,7/1/2022,U06008
P004343,3,1/2/2022,U08433
P001257,5,29/5/2022,U03896
P002281,4,20/5/2023,U00809
P004440,5,31/5/2022,U00990
P004968,3,12/4/2022,U03745
P003569,2,4/6/2022,U07695
P001588,1,28/6/2022,U02666
P004222,3,3/3/2023,U04498
P005063,4,1/10/2023,U07411
P002419,2,11/7/2022,U03542
P003928,1,14/6/2023,U05432
P004173,3,21/2/2023,U09511
P002428,4,20/8/2022,U06749
P002778,1,16/2/2022,U05325
P004010,4,1/3/2023,U05229
P001618,3,26/1/2022,U08655
P001043,5,24/3/2023,U05680
P001529,4,25/3/2022,U03111
P004841,5,14/3/2023,U08450
P000008,3,22/2/2023,U02399
P004030,1,25/10/2023,U05138
P005031,3,15/8/2022,U05723
P000686,5,10/9/2023,U07000
P004496,4,2/11/2022,U09567
P001385,1,27/12/2022,U03217
P002110,5,16/5/2023,U03814
P001799,4,3/3/2023,U02261
P001036,4,2/2/2023,U04730
P003605,5,15/10/2022,U05719
P001402,1,20/1/2022,U08874
P001499,3,6/1/2022,U01192
P004783,2,5/1/2023,U01211
P004585,1,16/6/2023,U09781
P004246,4,1/6/2022,U09496
P005052,5,19/4/2023,U03226
P003708,5,7/2/2022,U00988
P001258,2,23/4/2022,U06944
P002099,4,4/12/2022,U09714
P000901,5,15/1/2023,U05731
P000075,3,25/9/2022,U02926
P000624,3,5/8/2023,U08324
P004340,1,27/10/2022,U05570
P002263,3,7/8/2023,U05043
P004185,2,8/5/2023,U01848
P002204,2,5/2/2023,U02048
P004935,4,25/5/2023,U05896
P000037,4,21/2/2023,U06821
P003766,1,7/5/2023,U00943
P001952,1,17/9/2022,U06257
P002658,1,25/12/2022,U05692
P000122,5,5/7/2023,U06919
P002885,5,17/6/2022,U01526
P000205,5,30/1/2023,U04843
P004434,1,10/1/2022,U03871
P000968,3,6/9/2023,U00752
P003409,5,30/8/2022,U08075
P000175,3,29/4/2022,U09096
P002688,1,14/11/2022,U03757
P001111,4,15/7/2022,U01811
P004935,4,20/7/2023,U03087
P003420,3,1/2/2023,U04121
P003989,3,12/5/2023,U07580
P001064,3,12/2/2023,U02639
P004707,5,4/3/2023,U05883
P004956,1,13/7/2022,U05083
P004517,1,12/6/2023,U01729
P004973,4,10/5/2022,U03068
P004587,4,26/8/2022,U05827
P004725,4,12/6/2023,U08779
P002670,2,26/5/2022,U08164
P003160,2,23/12/2022,U08265
P003965,2,19/1/2023,U01674
P003241,4,14/6/2022,U01184
P003464,4,31/10/2022,U02527
P002435,2,1/6/2022,U08216
P000750,1,21/1/2022,U07892
P005103,2,12/10/2023,U09826
P002673,3,12/8/2022,U09008
P003474,5,9/4/2022,U01328
P003603,2,11/8/2023,U05980
P000630,5,12/2/2023,U00290
P003451,4,6/1/2022,U00619
P000434,3,24/3/2023,U01750
P002198,1,5/6/2023,U02303
P004026,3,25/4/2023,U01168
P003575,2,16/2/2023,U06824
P001732,5,4/9/2023,U04710
P005135,4,9/11/2022,U05309
P003098,1,9/5/2023,U00023
P000658,3,19/1/2022,U02495
P001148,5,16/2/2023,U04286
P002049,5,6/2/2023,U06696
P003483,4,1/6/2023,U07750
P003875,5,20/3/2022,U01709
P001309,3,14/4/2022,U09745
P003241,1,7/1/2022,U08391
P004865,5,16/12/2022,U06049
P003962,4,7/11/2022,U04738
P001267,2,1/12/2022,U04439
P003458,2,10/3/2023,U09732
P000429,5,6/10/2022,U01672
P000738,2,2/11/2022,U03862
P001217,1,11/7/2023,U00892
P003267,1,21/1/2023,U01544
P005168,5,29/1/2023,U03601
P001963,1,26/4/2022,U07584
P003836,2,6/1/2023,U08195
P000273,3,7/8/2022,U03697
P001730,4,5/4/2022,U02505
P000714,5,17/12/2022,U02102
P004591,4,23/5/2023,U07071
P001726,1,2/5/2023,U04230
P004637,3,6/9/2022,U00645
P002216,4,21/3/2022,U02743
P003947,5,11/7/2023,U03876
P003456,5,20/4/2022,U06081
P001249,2,2/8/2023,U07217
P000383,3,14/5/2023,U00934
P001377,5,18/3/2022,U09707
P000014,5,22/6/2023,U08480
P004604,2,8/9/2022,U06087
P000820,5,2/12/2022,U00437
P001652,3,21/7/2022,U09402
P001069,5,30/1/2023,U04943
P002266,1,26/8/2022,U02285
P001332,2,8/4/2023,U00201
P005185,1,8/6/2023,U00378
P003716,3,22/4/2023,U05836
P003779,2,31/5/2023,U01583
P000396,5,25/5/2023,U03443
P003957,4,14/2/2022,U02401
P004106,3,12/8/2023,U03241
P003884,2,16/1/2022,U03350
P000374,5,15/8/2023,U02183
P001245,5,3/1/2023,U01746
P005126,5,8/2/2022,U03510
P003269,1,4/3/2023,U02980
P003853,5,10/1/2022,U01771
P002412,1,5/9/2023,U02294
P004782,5,18/9/2023,U05185
P001092,4,16/12/2022,U01625
P004123,2,9/9/2023,U06118
P004093,2,1/5/2022,U00629
P003564,4,18/7/2023,U04381
P003981,1,14/12/2022,U05913
P000073,2,21/2/2023,U03990
P004935,3,27/2/2023,U00788
P000001,2,7/5/2022,U08658
P000375,1,13/6/2022,U04371
P001643,2,13/4/2023,U02594
P001478,4,28/4/2023,U03687
P000250,1,28/1/2023,U03220
P005172,4,14/8/2022,U02203
P000193,3,9/2/2023,U09716
P005147,3,15/2/2023,U08353
P003693,5,5/7/2023,U05937
P003857,4,16/12/2022,U00887
P001588,1,20/1/2023,U09576
P005065,1,20/4/2023,U04070
P004313,5,18/2/2022,U09332
P001904,3,21/10/2022,U00671
P003387,3,16/4/2022,U00547
P004944,1,1/10/2022,U02060
P002245,4,24/1/2022,U03807
P002525,1,30/1/2022,U01671
P000005,1,5/4/2022,U00534
P004111,2,24/6/2022,U02262
P003649,1,17/4/2022,U07682
P002187,3,6/6/2022,U09836
P002456,2,28/9/2022,U01028
P005033,1,12/12/2022,U08501
P004330,1,7/8/2022,U01836
P003522,5,26/6/2023,U01833
P003784,5,11/2/2022,U07914
P000850,5,1/5/2023,U01032
P001292,3,26/10/2022,U06249
P001068,5,26/10/2022,U02793
P004451,4,16/9/2022,U03545
P000838,3,4/4/2022,U05785
P002182,4,21/2/2023,U08650
P000204,5,5/6/2023,U00264
P001810,3,30/8/2023,U07114
P000940,4,24/3/2023,U05706
P002899,1,7/11/2022,U02942
P000028,4,12/12/2022,U01514
P002552,4,25/7/2022,U04935
P004992,2,28/6/2022,U07634
P002423,5,24/2/2022,U06424
P002386,2,25/4/2022,U07714
P003860,5,22/10/2022,U09602
P002124,3,20/6/2022,U03168
P003428,3,16/2/2022,U03107
P002797,4,6/12/2022,U07404
P000143,2,17/1/2022,U05660
P001170,1,14/9/2023,U04756
P005164,3,9/5/2023,U09166
P001456,5,25/10/2022,U02442
P003647,2,15/12/2022,U04129
P000584,5,25/6/2022,U06088
P004954,2,26/7/2022,U04141
P005078,1,7/2/2022,U07349
P001246,1,29/5/2023,U08226
P001723,1,12/12/2022,U04887
P003583,3,30/8/2022,U06521
P002525,4,21/9/2022,U08255
P001466,1,23/4/2022,U03935
P000237,4,11/5/2022,U08030
P002200,2,15/4/2022,U03930
P001877,3,30/5/2022,U08868
P003669,5,14/3/2023,U03087
P001010,2,6/3/2022,U00331
P004233,1,17/11/2022,U06619
P005144,4,19/5/2022,U07533
P005059,5,2/5/2022,U02052
P004356,2,28/6/2022,U08779
P004947,1,12/2/2023,U06586
P000532,4,16/1/2022,U08853
P002699,1,28/4/2023,U00693
P000861,2,22/10/2023,U08187
P003031,3,2/9/2023,U06888
P002001,3,9/5/2023,U06074
P000366,1,19/9/2022,U08698
P001231,5,17/12/2022,U07246
P004533,5,31/10/2022,U02025
P003493,5,9/7/2022,U09336
P001405,4,28/1/2022,U02510
P003110,5,18/3/2023,U03956
P001458,2,21/1/2023,U02346
P003565,1,13/1/2023,U09895
P000939,2,27/5/2022,U02817
P004728,4,13/9/2022,U03444
P004981,5,3/10/2022,U08063
P004293,5,14/2/2023,U05953
P003456,2,24/5/2023,U03942
P000720,2,19/4/2023,U05060
P000319,1,23/11/2022,U03191
P000942,4,30/4/2023,U04582
P002524,1,18/5/2022,U03312
P003904,4,7/4/2022,U08801
P003674,4,30/7/2022,U05381
P000257,5,7/5/2023,U00016
P005057,2,9/9/2022,U07321
P000779,3,31/8/2023,U09563
P004107,5,17/10/2023,U02057
P003553,3,4/8/2023,U03420
P003623,4,16/2/2022,U08865
P002475,3,30/5/2022,U02697
P002219,3,31/5/2023,U03689
P003467,4,27/5/2022,U02773
P004579,4,8/6/2023,U09278
P001438,1,27/9/2022,U03351
P004506,5,29/5/2022,U01620
P002924,3,5/4/2023,U00857
P003672,5,16/8/2023,U09278
P002205,4,17/2/2022,U09572
P001505,1,19/4/2023,U09600
P004437,3,1/4/2023,U04372
P003257,3,27/4/2022,U04984
P001138,5,25/8/2022,U03185
P001822,2,8/5/2023,U06031
P000056,4,18/5/2023,U08238
P004659,2,15/5/2023,U02615
P003700,5,26/4/2023,U09749
P003758,2,16/4/2023,U01732
P003565,3,21/6/2023,U00374
P002339,2,2/8/2023,U00177
P004396,3,7/2/2023,U06572
P002877,4,24/1/2023,U03756
P003575,5,7/1/2022,U07910
P002850,4,10/6/2022,U01193
P002363,1,31/5/2023,U03310
P004145,4,10/6/2022,U07722
P003811,5,1/9/2022,U03148
P003470,5,18/9/2023,U04655
P003202,2,27/7/2023,U06109
P000186,4,22/10/2023,U01403
P003261,3,20/10/2023,U07187
P001325,5,15/4/2023,U02915
P000986,3,24/8/2022,U05490
P000096,1,30/7/2023,U07438
P001369,4,2/7/2023,U00380
P000918,1,29/3/2023,U02986
P003341,1,28/1/2022,U08794
P003651,5,29/9/2023,U09598
P000316,5,7/4/2023,U05732
P004497,3,21/3/2022,U00257
P003673,1,4/3/2023,U08734
P003527,5,1/6/2023,U05168
P002095,1,16/8/2022,U00113
P001502,5,19/6/2022,U08353
P004213,5,4/7/2023,U04519
P003990,2,14/7/2023,U01580
P004842,3,5/2/2022,U02498
P001696,5,12/1/2022,U01209
P004956,3,6/2/2023,U04273
P000657,2,27/3/2023,U07124
P003389,5,25/8/2022,U00330
P002930,3,6/9/2022,U09626
P000046,5,7/7/2023,U03210
P000008,2,20/4/2022,U02639
P000573,4,17/10/2023,U06058
P003010,2,30/8/2022,U00968
P000649,1,27/4/2023,U09962
P002932,3,30/7/2022,U09874
P001267,4,25/3/2022,U03974
P002487,2,10/4/2022,U08515
P000756,4,18/12/2022,U01134
P000483,4,6/6/2022,U01848
P002962,5,24/7/2023,U06632
P001991,1,15/8/2022,U01303
P002838,5,19/7/2022,U00585
P005004,3,15/4/2022,U02077
P000730,5,2/10/2023,U04697
P002461,3,16/10/2023,U08643
P001383,1,24/9/2022,U07331
P004289,1,20/10/2022,U04724
P002413,4,9/9/2022,U04691
P004736,4,10/4/2023,U06529
P001835,4,3/8/2023,U00511
P005216,3,29/7/2022,U01107
P001665,4,25/3/2022,U08473
P000570,4,20/2/2023,U06936
P001767,4,3/6/2023,U05518
P001133,2,2/2/2023,U05870
P004540,2,13/11/2022,U00263
P003350,4,8/5/2023,U00060
P000483,2,5/3/2023,U02473
P005210,3,5/6/2022,U00210
P004831,3,13/9/2023,U01055
P004554,1,29/7/2022,U01902
P004713,3,9/7/2023,U01289
P004427,2,9/6/2022,U05485
P003781,2,16/2/2023,U04749
P003422,3,25/11/2022,U02942
P000904,1,4/3/2022,U09261
P003892,5,8/5/2023,U08025
P002958,1,21/7/2022,U00076
P000922,5,1/3/2023,U01747
P001979,1,16/3/2022,U01362
P003995,2,12/8/2023,U03399
P001865,2,4/3/2023,U03745
P001760,5,4/2/2022,U01631
P004899,2,22/3/2023,U04576
P003797,5,24/11/2022,U02509
P000104,1,17/7/2022,U09101
P003672,5,31/7/2023,U00136
P004871,4,14/7/2022,U00055
P002777,4,2/1/2023,U00856
P004361,1,17/10/2023,U01445
P001653,2,28/5/2023,U03650
P000135,4,21/7/2023,U09238
P000206,5,11/2/2022,U06651
P000331,5,19/1/2023,U02163
P000882,2,12/6/2022,U02974
P002013,5,27/12/2022,U01501
P002116,1,25/3/2023,U01758
P001472,3,13/11/2022,U08325
P001826,3,26/9/2023,U06876
P003079,1,25/6/2023,U07400
P002918,3,11/1/2022,U07210
P002457,2,6/6/2023,U04079
P001487,4,11/8/2023,U06907
P001859,5,23/3/2022,U02217
P002910,4,19/7/2023,U09378
P003983,5,1/2/2022,U07622
P002528,2,14/2/2023,U03101
P002178,5,4/5/2023,U00617
P001465,3,9/3/2023,U07181
P001741,3,5/9/2022,U08382
P000108,5,13/2/2023,U05193
P001251,5,2/8/2023,U07693
P004958,5,26/7/2023,U01737
P004304,4,8/9/2022,U04711
P000135,1,9/2/2022,U00047
P005080,3,23/4/2023,U05912
P002556,2,24/8/2023,U08637
P002410,3,30/5/2022,U09316
P004196,5,18/5/2023,U04332
P004984,2,21/11/2022,U07846
P000453,4,23/3/2022,U03646
P005191,4,14/12/2022,U06240
P000992,2,19/9/2022,U01975
P002130,4,28/1/2022,U00942
P000618,3,14/2/2023,U04075
P004158,1,9/5/2023,U01102
P002092,2,14/1/2023,U07964
P002919,1,10/9/2023,U03097
P000347,5,12/10/2022,U04760
P000933,3,1/9/2022,U06331
P001600,2,25/10/2022,U08764
P000635,5,5/10/2022,U00438
P000203,5,16/3/2023,U03558
P000401,3,12/1/2022,U01340
P002346,3,29/5/2023,U00586
P004248,3,27/7/2023,U07069
P000167,1,16/2/2023,U04456
P001501,1,19/4/2022,U01657
P004928,4,21/5/2023,U05594
P001775,3,4/7/2023,U08615
P003386,1,25/2/2023,U04398
P002203,1,18/5/2022,U00180
P003251,3,26/6/2023,U03633
P000210,3,1/2/2023,U03323
P001409,1,10/10/2023,U07266
P002167,4,10/9/2023,U05361
P003439,1,11/10/2023,U06753
P003120,3,26/3/2023,U07556
P003450,1,13/9/2022,U03744
P003881,1,3/8/2022,U09189
P001078,2,3/7/2022,U04090
P000287,2,9/2/2022,U03684
P003114,3,29/12/2022,U00027
P003830,5,27/5/2022,U06930
P001018,2,18/7/2022,U03298
P002619,3,2/11/2022,U02457
P002535,1,21/10/2023,U09229
P004533,1,21/6/2023,U06584
P001649,1,11/12/2022,U07842
P002198,3,27/6/2023,U06485
P000572,4,25/1/2022,U02872
P003259,5,27/10/2023,U03979
P005074,5,17/7/2022,U01717
P000647,3,11/6/2023,U09752
P000829,2,30/8/2023,U06115
P001814,1,25/3/2023,U07081
P002053,1,17/8/2023,U03198
P002629,3,12/4/2023,U06157
P002912,2,4/3/2022,U09550
P001556,4,15/9/2022,U07067
P002706,1,13/10/2022,U07099
P003729,4,17/6/2023,U00307
P004886,3,12/10/2023,U03051
P004214,1,3/7/2023,U05498
P000905,4,21/3/2023,U09598
P001190,4,20/6/2022,U02793
P001747,5,26/1/2023,U07339
P000204,5,3/1/2023,U07609
P005057,1,27/10/2022,U01999
P004152,5,20/11/2022,U00352
P002632,3,30/10/2022,U00317
P004466,5,10/6/2022,U04381
P000227,4,24/6/2023,U04091
P000162,3,4/5/2023,U07697
P000782,4,29/1/2023,U05576
P002723,4,15/11/2022,U02407
P000520,1,27/9/2022,U09387
P003758,4,10/4/2022,U07928
P002589,2,7/3/2022,U03390
P004362,5,1/4/2023,U02468
P003381,5,17/9/2023,U05307
P002157,5,13/6/2022,U01223
P004456,3,25/10/2023,U04151
P001596,2,16/3/2023,U00321
P002304,3,22/9/2022,U07455
P000124,5,13/8/2022,U07048
P004883,2,22/7/2023,U00235
P004061,4,26/4/2023,U07204
P002445,4,9/9/2022,U08804
P002260,4,23/6/2022,U03079
P003185,4,1/11/2022,U03106
P002796,2,18/4/2022,U02621
P003636,2,27/11/2022,U08957
P004618,2,9/9/2022,U08089
P003231,4,25/2/2023,U04885
P001464,5,2/10/2022,U01948
P001861,5,5/11/2022,U09208
P001690,2,13/5/2022,U01414
P001930,5,1/4/2023,U06357
