poiID,poiType,poiName,poiAddress,poiLocation,poiUrl,poiPriceRange,poiPrice,poiPhone,poiTag,poiOperatingHours,poiRating,poiNoOfReviews,poiDescription
P000481,Hotel,Hotel Six Seasons @ Mid Valley,"Mid Valley, Kuala Lumpur","Mid Valley, Kuala Lumpur",https://www.booking.com/hotel/my/six-seasons.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=480&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574948&all_sr_blocks=233940101_353557340_0_0_0&highlighted_blocks=233940101_353557340_0_0_0&matching_block_id=233940101_353557340_0_0_0&sr_pri_blocks=233940101_353557340_0_0_0__15242&from=searchresults#hotelTmpl,$$,152,,,,3.8,1619,
P000482,Hotel,Royale Chulan Seremban,Seremban,Seremban,https://www.booking.com/hotel/my/royale-bintang-resort-spa-seremban.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=481&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574948&all_sr_blocks=26808812_242605804_2_2_0&highlighted_blocks=26808812_242605804_2_2_0&matching_block_id=26808812_242605804_2_2_0&sr_pri_blocks=26808812_242605804_2_2_0__24975&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,$$,250,,,,4,3106,
P000483,Hotel,Star At KLCC by FZB,"Kuala Lumpur City-Centre, Kuala Lumpur","Kuala Lumpur City-Centre, Kuala Lumpur",https://www.booking.com/hotel/my/star-at-klcc-by-fzb.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=7&hapos=482&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574948&all_sr_blocks=990391101_371857620_2_2_0&highlighted_blocks=990391101_371857620_2_2_0&matching_block_id=990391101_371857620_2_2_0&sr_pri_blocks=990391101_371857620_2_2_0__107024&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,$$$$,1070,,,,4.2,4177,
P000484,Hotel,De Luna Hotel Sri Petaling,Kuala Lumpur,Kuala Lumpur,https://www.booking.com/hotel/my/de-luna.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=8&hapos=483&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574948&all_sr_blocks=569998701_327285432_2_0_0&highlighted_blocks=569998701_327285432_2_0_0&matching_block_id=569998701_327285432_2_0_0&sr_pri_blocks=569998701_327285432_2_0_0__11093&from=searchresults#hotelTmpl,$,111,,,,4,390,
P000485,Hotel,Century Bay Private Residences,Bayan Lepas,Bayan Lepas,https://www.booking.com/hotel/my/century-bay-residences.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=9&hapos=484&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574948&all_sr_blocks=17583804_96048785_0_2_0&highlighted_blocks=17583804_96048785_0_2_0&matching_block_id=17583804_96048785_0_2_0&sr_pri_blocks=17583804_96048785_0_2_0__38982&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,$$$,390,,,,3.7,1701,
P000486,Hotel,Hotel Arissa,Melaka,Melaka,https://www.booking.com/hotel/my/arissa.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=10&hapos=485&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574948&all_sr_blocks=192628401_93145001_0_0_0&highlighted_blocks=192628401_93145001_0_0_0&matching_block_id=192628401_93145001_0_0_0&sr_pri_blocks=192628401_93145001_0_0_0__17222&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,$$,172,,,,3.9,2068,
P000487,Hotel,Hotel SMZ Sungai Siput (u),Kampong Rimba Panjang,Kampong Rimba Panjang,https://www.booking.com/hotel/my/smz-sungai-siput-u-sungai-siput.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=11&hapos=486&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574948&all_sr_blocks=674483301_275850077_2_0_0&highlighted_blocks=674483301_275850077_2_0_0&matching_block_id=674483301_275850077_2_0_0&sr_pri_blocks=674483301_275850077_2_0_0__7000&from=searchresults#hotelTmpl,$,70,,,,3.4,1789,
P000488,Hotel,Pan Pacific Serviced Suites Kuala Lumpur,"Bukit Bintang, Kuala Lumpur","Bukit Bintang, Kuala Lumpur",https://www.booking.com/hotel/my/pan-pacific-serviced-suites.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=12&hapos=487&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574948&all_sr_blocks=908180001_363834076_0_2_0&highlighted_blocks=908180001_363834076_0_2_0&matching_block_id=908180001_363834076_0_2_0&sr_pri_blocks=908180001_363834076_0_2_0__79475&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,$$$$,795,,,,4.4,2812,
P000489,Hotel,Eaton Residence KLCC,"Kuala Lumpur City-Centre, Kuala Lumpur","Kuala Lumpur City-Centre, Kuala Lumpur",https://www.booking.com/hotel/my/eaton-residence-klcc.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=13&hapos=488&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574948&all_sr_blocks=876938403_356746694_0_0_0&highlighted_blocks=876938403_356746694_0_0_0&matching_block_id=876938403_356746694_0_0_0&sr_pri_blocks=876938403_356746694_0_0_0__108375&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,$$$$,1084,,,,4.7,3978,
P000490,Hotel,OYO 90551 Zn Mix Homestay & Roomstay,Kampung Raja,Kampung Raja,https://www.booking.com/hotel/my/oyo-90551-zn-mix-homestay-roomstay.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=14&hapos=489&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574948&all_sr_blocks=872441102_356430760_2_0_0&highlighted_blocks=872441102_356430760_2_0_0&matching_block_id=872441102_356430760_2_0_0&sr_pri_blocks=872441102_356430760_2_0_0__7778&from=searchresults#hotelTmpl,$,78,,,,3.8,2446,
P000491,Hotel,The Chow Kit - an Ormond Hotel,"Chow Kit, Kuala Lumpur","Chow Kit, Kuala Lumpur",https://www.booking.com/hotel/my/the-chow-kit-an-ormond.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=15&hapos=490&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574948&all_sr_blocks=549971301_199932645_0_2_0&highlighted_blocks=549971301_199932645_0_2_0&matching_block_id=549971301_199932645_0_2_0&sr_pri_blocks=549971301_199932645_0_2_0__33543&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,$$$,335,,,,4.1,1543,
P000492,Hotel,GRAND AROMAS,Kulai,Kulai,https://www.booking.com/hotel/my/grand-aromas.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=16&hapos=491&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574948&all_sr_blocks=1047470101_377039283_2_0_0&highlighted_blocks=1047470101_377039283_2_0_0&matching_block_id=1047470101_377039283_2_0_0&sr_pri_blocks=1047470101_377039283_2_0_0__8910&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,$,89,,,,3.7,3141,
P000493,Hotel,Hotel Marudu Inn,Pingan Pingan,Pingan Pingan,https://www.booking.com/hotel/my/marudu-inn-kota-marudu.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=17&hapos=492&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574948&all_sr_blocks=978215303_377729172_2_0_0&highlighted_blocks=978215303_377729172_2_0_0&matching_block_id=978215303_377729172_2_0_0&sr_pri_blocks=978215303_377729172_2_0_0__16500&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,$$,165,,,,4.4,3277,
P000494,Hotel,D' Anjung Inn,Tangkak,Tangkak,https://www.booking.com/hotel/my/oyo-491-d-39-anjung-inn.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=18&hapos=493&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574948&all_sr_blocks=416701402_377358785_2_0_0&highlighted_blocks=416701402_377358785_2_0_0&matching_block_id=416701402_377358785_2_0_0&sr_pri_blocks=416701402_377358785_2_0_0__9625&from=searchresults#hotelTmpl,$,96,,,,3.8,3919,
P000495,Hotel,Extreme Boutique Hotel,Kluang,Kluang,https://www.booking.com/hotel/my/extreme-boutique.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=19&hapos=494&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574948&all_sr_blocks=213047101_352180761_2_0_0&highlighted_blocks=213047101_352180761_2_0_0&matching_block_id=213047101_352180761_2_0_0&sr_pri_blocks=213047101_352180761_2_0_0__12173&from=searchresults#hotelTmpl,$,122,,,,3.6,1780,
P000496,Hotel,KLCC Beyond Hospitality Suites Platinum,"Kuala Lumpur City-Centre, Kuala Lumpur","Kuala Lumpur City-Centre, Kuala Lumpur",https://www.booking.com/hotel/my/klcc-beyond-hospitslity-suites-platinum.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=20&hapos=495&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574948&all_sr_blocks=1072943002_379838571_0_0_0&highlighted_blocks=1072943002_379838571_0_0_0&matching_block_id=1072943002_379838571_0_0_0&sr_pri_blocks=1072943002_379838571_0_0_0__37737&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,$$$,377,,,,4.7,1660,
P000497,Hotel,Sutera @ Mantanani Island Resort & Spa,Mantanani Island ,Mantanani Island ,https://www.booking.com/hotel/my/sutera-mantanani-island-resort-amp-spa.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=21&hapos=496&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574948&all_sr_blocks=449133104_135376303_0_1_0&highlighted_blocks=449133104_135376303_0_1_0&matching_block_id=449133104_135376303_0_1_0&sr_pri_blocks=449133104_135376303_0_1_0__83000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,$$$$,830,,,,4,1383,
P000498,Hotel,Super OYO 1191 Yootel Boutique Hotel,Kajang,Kajang,https://www.booking.com/hotel/my/yootel-boutique.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=22&hapos=497&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574948&all_sr_blocks=373322601_360753960_2_0_0&highlighted_blocks=373322601_360753960_2_0_0&matching_block_id=373322601_360753960_2_0_0&sr_pri_blocks=373322601_360753960_2_0_0__10455&from=searchresults#hotelTmpl,$,105,,,,3.7,948,
P000499,Hotel,K Garden Hotel (BS),Bagan Serai,Bagan Serai,https://www.booking.com/hotel/my/kelisa.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=23&hapos=498&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574948&all_sr_blocks=117077901_184442017_0_0_0&highlighted_blocks=117077901_184442017_0_0_0&matching_block_id=117077901_184442017_0_0_0&sr_pri_blocks=117077901_184442017_0_0_0__10500&from=searchresults#hotelTmpl,$,105,,,,3.8,33,
P000500,Hotel,"Santa Grand Classic Kuala Lumpur, Chinatown",Kuala Lumpur,Kuala Lumpur,https://www.booking.com/hotel/my/santa-grand-central-market.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=24&hapos=499&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574948&all_sr_blocks=807469101_342205419_0_2_0&highlighted_blocks=807469101_342205419_0_2_0&matching_block_id=807469101_342205419_0_2_0&sr_pri_blocks=807469101_342205419_0_2_0__21895&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,$$,219,,,,4.1,1352,
P000501,Hotel,Crystal Suites at Axon Residence near Pavilion,"Bukit Bintang, Kuala Lumpur","Bukit Bintang, Kuala Lumpur",https://www.booking.com/hotel/my/crystal-suite-at-axon-residences-kuala-lampur.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=25&hapos=500&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574948&all_sr_blocks=1065947601_383043269_0_0_0&highlighted_blocks=1065947601_383043269_0_0_0&matching_block_id=1065947601_383043269_0_0_0&sr_pri_blocks=1065947601_383043269_0_0_0__38831&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,$$$,388,,,,4.9,3463,
P000502,Hotel,Extreme Boutique Hotel,Kluang,Kluang,https://www.booking.com/hotel/my/extreme-boutique.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=1&hapos=501&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574968&all_sr_blocks=213047101_352180761_2_0_0&highlighted_blocks=213047101_352180761_2_0_0&matching_block_id=213047101_352180761_2_0_0&sr_pri_blocks=213047101_352180761_2_0_0__12173&from=searchresults#hotelTmpl,$,122,,,,3.6,1573,
P000503,Hotel,KLCC Beyond Hospitality Suites Platinum,"Kuala Lumpur City-Centre, Kuala Lumpur","Kuala Lumpur City-Centre, Kuala Lumpur",https://www.booking.com/hotel/my/klcc-beyond-hospitslity-suites-platinum.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=2&hapos=502&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574968&all_sr_blocks=1072943002_379838571_0_0_0&highlighted_blocks=1072943002_379838571_0_0_0&matching_block_id=1072943002_379838571_0_0_0&sr_pri_blocks=1072943002_379838571_0_0_0__37737&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,$$$,377,,,,4.7,1527,
P000504,Hotel,Sutera @ Mantanani Island Resort & Spa,Mantanani Island ,Mantanani Island ,https://www.booking.com/hotel/my/sutera-mantanani-island-resort-amp-spa.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=3&hapos=503&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574968&all_sr_blocks=449133104_135376303_0_1_0&highlighted_blocks=449133104_135376303_0_1_0&matching_block_id=449133104_135376303_0_1_0&sr_pri_blocks=449133104_135376303_0_1_0__83000&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,$$$$,830,,,,4,1923,
P000505,Hotel,Super OYO 1191 Yootel Boutique Hotel,Kajang,Kajang,https://www.booking.com/hotel/my/yootel-boutique.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=4&hapos=504&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574968&all_sr_blocks=373322601_360753960_2_0_0&highlighted_blocks=373322601_360753960_2_0_0&matching_block_id=373322601_360753960_2_0_0&sr_pri_blocks=373322601_360753960_2_0_0__10455&from=searchresults#hotelTmpl,$,105,,,,3.7,1240,
P000506,Hotel,K Garden Hotel (BS),Bagan Serai,Bagan Serai,https://www.booking.com/hotel/my/kelisa.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=5&hapos=505&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574968&all_sr_blocks=117077901_184442017_0_0_0&highlighted_blocks=117077901_184442017_0_0_0&matching_block_id=117077901_184442017_0_0_0&sr_pri_blocks=117077901_184442017_0_0_0__10500&from=searchresults#hotelTmpl,$,105,,,,3.8,2973,
P000507,Hotel,"Santa Grand Classic Kuala Lumpur, Chinatown",Kuala Lumpur,Kuala Lumpur,https://www.booking.com/hotel/my/santa-grand-central-market.en-gb.html?label=bin859jc-1DCAEoggI46AdIM1gDaKEBiAEBmAEcuAEXyAEM2AED6AEBiAIBqAIDuAL947WqBsACAdICJDdmYjcyNmJmLTkzMzItNDA3OS05MzliLWE1YWQxZmU2NGZlZtgCBOACAQ&sid=85489ec5df5af134b1a3c27784987624&aid=397645&ucfs=1&arphpl=1&checkin=2023-12-27&checkout=2023-12-28&dest_id=128&dest_type=country&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0&hpos=6&hapos=506&sr_order=popularity&srpvid=577f005c66a1013f&srepoch=1699574968&all_sr_blocks=807469101_342205419_0_2_0&highlighted_blocks=807469101_342205419_0_2_0&matching_block_id=807469101_342205419_0_2_0&sr_pri_blocks=807469101_342205419_0_2_0__21895&from_sustainable_property_sr=1&from=searchresults#hotelTmpl,$$,219,,,,4.1,4444,
