Name,Rating,Address,URL,Price,Type,Phone,Cousine,Meals
Mr Naan & Mrs Idly,4.5 ,"190 Jalan Tun Sambanthan, Kuala Lumpur 50470 Malaysia",http://www.wtfrestaurants.com.my/mr-naan-mrs-idly,$$ - $$$,$$ - $$$IndianPizzaDiner,+60 177629070,"Indian, Pizza, Diner, Street Food","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Tribute Retro Cafe,5.0 ,"59 Jalan Gudwara, Kuala Lumpur 54200 Malaysia",https://www.facebook.com/tributeretrocafe/,$,$AsianVegetarian FriendlyVegan Options,+60 12-687 1707,Asian,"Vegetarian Friendly, Vegan Options"
Wizards at Tribeca,4.5 ,"Jalan Imbi Ground Floor, Residensi Tribeca, Kuala Lumpur 55100 Malaysia",http://wizardsattribeca.com/,$$ - $$$,$$ - $$$InternationalContemporaryVegetarian Friendly,+60 3-2715 5308,Vegetarian Friendly,"Breakfast, Lunch, Dinner, Brunch, Drinks"
Trace Restaurant & Bar,4.5 ,"8 Jalan Binjai Level 40, Kuala Lumpur 50450 Malaysia",http://www.elementkualalumpur.com/dining,$$ - $$$,$$ - $$$BarInternationalAsian,+60 3-2771 3351,"Bar, International, Asian, Fusion",Vegetarian Friendly
Village Roast Duck,4.0 ,"LG-205, Lwr Gr Flr, The Garden Mall, Mid Valley City, Lingkaran Syed Putra, Kuala Lumpur 59200 Malaysia",,$$ - $$$,$$ - $$$ChineseAsianCantonese,+60 3-2201 5095,"Lunch, Dinner, Brunch","Takeout, Reservations, Seating, Highchairs Available, Wheelchair Accessible, Table Service"
Healy Mac's Bangsar,4.5 ,"39 Jalan Telawi 3, Bangsar, Kuala Lumpur 59100 Malaysia",http://www.healymacs.com/,$$ - $$$,$$ - $$$IrishBarInternational,+60 3-2201 1595,,
Pool Bar & Grill,5.0 ,"145 Jalan Ampang Four Seasons Hotel Kuala Lumpur, Kuala Lumpur 50450 Malaysia",http://www.fourseasons.com/kualalumpur/dining/restaurants/pool_grill/,$$ - $$$,$$ - $$$PubMiddle EasternVegetarian Friendly,+60 3-2382 8660,"Middle Eastern, Pub","Vegetarian Friendly, Vegan Options, Halal"
Monnalisa Ristorante Italiano,4.5 ,"Hartamas Shopping Center M-1-1, Kuala Lumpur 50480 Malaysia",http://www.facebook.com/MonnalisaMY/,$$ - $$$,$$ - $$$ItalianPizzaEuropean,+60 3-6206 5394,"Italian, Pizza, European","Vegetarian Friendly, Vegan Options"
Sushi Oribe,4.5 ,"Vipod Res. 6 Jalan Kia Peng Vipod Residences, Ground Floor Block C-1, Kuala Lumpur 50450 Malaysia",http://oribe-sushi.com.my/,$$$$,$$$$JapaneseSeafoodSushi,+60 3-2181 4099,"Japanese, Seafood, Sushi, Asian","Lunch, Dinner"
Annalakshmi,4.5 ,"Temple of Fine Arts 114-116 Jalan Berhala Brickfields, Kuala Lumpur 50470 Malaysia",http://annalakshmi.com.my/,$$ - $$$,$$ - $$$IndianAsianVegetarian Friendly,+60 3-2272 3799,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner"
Signature by the Hill @ The Roof,4.0 ,"1 First Avenue Sky Lounge, Petaling Jaya 47800 Malaysia",http://www.theroof.com.my/,$$$$,$$$$InternationalVegetarian FriendlyHalal,+60 16-229 1505,"Vegetarian Friendly, Halal","Lunch, Dinner, Brunch, After-hours"
WTF - What Tasty Food,4.0 ,"98 Lorong Maarof Jalan Bangsar Jalan Bangsar, Kuala Lumpur 59100 Malaysia",http://wtfrestaurants.com.my/,$$ - $$$,$$ - $$$ItalianChineseIndian,+60 19-261 7070,"Italian, Chinese, Indian, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Restoran Rebung Chef Ismail,4.0 ,"5-2, Aras 5, Parkir Bertingkat Bukit Aman No. 1 Jalan Tanglin, Taman Botani Perdana, Kuala Lumpur 50480 Malaysia",http://www.restoranrebungdatochefismail.com/,$$ - $$$,$$ - $$$AsianMalaysianVegetarian Friendly,+60 3-2276 3535,"Asian, Malaysian","Vegetarian Friendly, Vegan Options, Halal"
Hornbill restaurant and cafe,4.0 ,"920 Jalan Cenderawasih Taman Tasik Perdana 50480, Kuala Lumpur Malaysia",http://www.klbirdpark.com/attractions.cfm,$$ - $$$,$$ - $$$AsianMalaysianVegetarian Friendly,+60 3-2693 8086,Vegetarian Friendly,"Breakfast, Lunch, Dinner, Brunch"
Malabar Palace Sri Hartamas,4.5 ,"G8&9, Ground Floor, Hartamas Shopping Center 60Jalan Sri Hartamas 1, Sri Hartamas, Kuala Lumpur 50480 Malaysia",http://www.malabarpalace.com/,$$ - $$$,$$ - $$$IndianAsianVegetarian Friendly,+60 3-6206 2310,"Indian, Asian","Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options"
Nando's,4.0 ,"190 Jalan Tunku Abdul Rahman Lot 4 Complex Pernas Sogo, Kuala Lumpur 50100 Malaysia",https://nandos.com.my/restaurants/nandos-sogo/,$$ - $$$,$$ - $$$Halal,+60 1-300-88-6555,"Dinner, Brunch, Lunch","Takeout, Reservations, Highchairs Available, Wheelchair Accessible, Seating, Table Service"
PLOY,4.5 ,"G-02, Ground Floor, Work Clearwater Changkat Semantan, Damansara Heights, Kuala Lumpur 50490 Malaysia",http://www.ploywithyourfood.com/,$$ - $$$,$$ - $$$AsianVegetarian FriendlyVegan Options,+60 3-2095 0999,Asian,"Vegetarian Friendly, Vegan Options, Gluten Free Options"
Barat Restaurant,4.5 ,"19 Lorong Kurau Bangsar, Kuala Lumpur 59100 Malaysia",http://www.facebook.com/BaratBangsar/,$$ - $$$,$$ - $$$EuropeanVegetarian FriendlyVegan Options,+60 12-791 5310,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch, Drinks"
Sri Nirwana Maju Restaurant,4.0 ,"Jalan Telawi 3 Bangsar Baru, Kuala Lumpur 59100 Malaysia",http://www.facebook.com/pages/Nirwana-Banana-Leaf-Bangsar/260142737479106,$$ - $$$,$$ - $$$IndianAsianMalaysian,+60 3-2287 8445,,
Izakaya Hanazen,4.5 ,"P1, Unit P1-12, Fourth Floor, Lot 10 Shopping Center, Kuala Lumpur 55100 Malaysia",http://js-gate.com/shop_gallery/izakaya-hanazen.html,$$ - $$$,$$ - $$$JapaneseAsianVegetarian Friendly,+60 3-2110 3915,"Japanese, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Shook!,4.0 ,"181 Jl Jalan Bukit Bintang The Starhill, Kuala Lumpur 55100 Malaysia",http://www.thestarhilldining.com/outlets/shook/,$$$$,$$$$InternationalAsianGrill,+60 18-929 8060,"Grill, International, Asian","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Sarang Cookery,4.5 ,"8 Jalan Galloway Jalan Galloway, Kuala Lumpur 50150 Malaysia",http://www.sarangcookery.com.my/,$,$AsianNonya/MalaysianMalaysian,+60 12-210 0218,"Vegetarian Friendly, Vegan Options, Gluten Free Options","Lunch, Dinner, Brunch"
Yeast,4.0 ,"24G Jalan Telawi 2 Bangsar, Kuala Lumpur 59100 Malaysia",http://www.yeastbistronomy.com/,$$ - $$$,$$ - $$$FrenchEuropeanVegetarian Friendly,+60 3-2282 0118,"French, European",Vegetarian Friendly
Mercat Barcelona Gastrobar,4.5 ,"1 Mont Kiara Jalan Kiara, Kuala Lumpur 50480 Malaysia",http://www.mercat.my/,$$ - $$$,$$ - $$$BarMediterraneanSpanish,+60 3-6211 7969,"Bar, Mediterranean, Spanish","Vegetarian Friendly, Gluten Free Options"
Signatures Food Court,4.0 ,"Klcc, Kuala Lumpur Malaysia",http://www.suriaklcc.com.my/dining,$,$Quick BitesChineseFast food,,"Vegetarian Friendly, Vegan Options, Halal","Lunch, Dinner, Brunch"
Pomod'Oro Ristorante Italiano,5.0 ,"No.20-G, Jalan Medan Setia 2 Damansara Heights, Kuala Lumpur 50490 Malaysia",http://www.pomodoro.com.my/,$$ - $$$,$$ - $$$ItalianPizzaEuropean,+60 17-316 2903,,
Restoran Sek Yuen,4.0 ,"315 Jalan Pudu, Kuala Lumpur 55100 Malaysia",http://www.facebook.com/restaurantsekyuen/?ref=page_internal&mt_nav=0,$$ - $$$,$$ - $$$ChineseAsianCantonese,+60 3-9222 0903,Vegetarian Friendly,"Lunch, Dinner"
Grandmama's,4.0 ,"168 Jalan Bukit Bintang, Kuala Lumpur 55100 Malaysia",http://www.grandmamas.com.my/,$$ - $$$,$$ - $$$AsianMalaysianVegetarian Friendly,+60 3-2143 9333,"Vegetarian Friendly, Halal","Lunch, Dinner, Brunch"
Ole Ole Bali Balinese Specialties,4.0 ,"Jalan Ss 16/1 LG 27, Lower Ground Floor, Empire Shopping Gallery, Subang Jaya 47500 Malaysia",http://balibistro.com/,$$ - $$$,$$ - $$$AsianIndonesianVegetarian Friendly,+60 3-5022 2629,"Vegetarian Friendly, Halal","Lunch, Dinner, Brunch"
Meng Kee Grill Fish,4.0 ,"39 Jalan Alor, Kuala Lumpur 50200 Malaysia",http://www.facebook.com/mengkeegrillfish/,$$ - $$$,$$ - $$$ChineseSeafoodAsian,+60 12-213 3082,,
Tatto,4.0 ,"A-G-1, Hampshire Place Office 1 Jalan Tun Razak 157 Hampshire Place,, Kuala Lumpur 50450 Malaysia",http://www.tatto.com.my/,$$ - $$$,$$ - $$$ItalianPizzaEuropean,+60 3-2166 5212,"Italian, Pizza, European","Vegetarian Friendly, Vegan Options"
hokkaido seafood restaurant,4.0 ,"Jalan Lumut, Kuala Lumpur Malaysia",http://www.facebook.com/HokkaidoSeafoodKL/,$$ - $$$,$$ - $$$ChineseSeafoodAsian,+60 13-220 0368,Halal,Dinner
Rock Salt Restaurant,5.0 ,"60 Jalan Sri Hartamas 1 P 3C, Plaza Ground Floor, Hartamas Shopping Centre, Kuala Lumpur 50480 Malaysia",http://www.rocksalt.com.my/,$$ - $$$,$$ - $$$FusionMongolianVegetarian Friendly,+60 3-6206 3652,"Fusion, Mongolian","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Shanghai,4.5 ,"183 Jalan Bukit Bintang, Kuala Lumpur 55100 Malaysia",http://www.shanghairestaurant.com.my/,$$ - $$$,$$ - $$$ChineseAsianShanghai,+60 18-591 8537,"Chinese, Asian","Vegetarian Friendly, Vegan Options"
Palillos 'Spanish Yakitori Bar',4.5 ,"23 Jalan Mesui Off Jalan Nagasari, Kuala Lumpur 50200 Malaysia",https://www.facebook.com/palillosyakitoribar/,$$ - $$$,$$ - $$$JapaneseSpanishAsian,+60 16-472 3635,"Fusion, Japanese, Spanish, Asian",Vegetarian Friendly
Rakuzen SS15 Courtyard,4.0 ,"G-01, Ground Floor, Courtyard, Jalan SS15/4G, SS15, Subang Jaya 47500 Malaysia",https://www.superdining.com.my/rakuzen_courtyard.php,$$ - $$$,$$ - $$$JapaneseSushiAsian,+60 12-283 3020,"Vegetarian Friendly, Vegan Options","Lunch, Dinner"
Table & Apron,4.5 ,"23 Jalan SS 20/11 Damansara Kim, Petaling Jaya 47400 Malaysia",http://www.tableandapron.my/,$$ - $$$,$$ - $$$Vegetarian FriendlyVegan Options,+60 3-7733 4000,"Lunch, Dinner, Brunch","Gift Cards Available, Takeout, Reservations, Seating, Highchairs Available, Accepts Mastercard, Accepts Visa, Free Wifi, Table Service, Serves Alcohol"
Marble 8,4.0 ,"Persiaran KLCC Level 56, Menara 3 Petronas, Kuala Lumpur 59000 Malaysia",http://www.marble-8.com/,$$$$,$$$$SteakhouseEuropean,+60 3-2386 6030,"Steakhouse, European","Lunch, Dinner"
The Ganga Cafe,4.0 ,"19 Lorong Kurau, Kuala Lumpur 59100 Malaysia",http://www.theganga.com.my/,$$ - $$$,$$ - $$$IndianAsianVegetarian Friendly,+60 12-791 5310,"Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options","Breakfast, Lunch, Dinner, Brunch"
Havana Bar & Grill,4.0 ,"Changkat Bukit Bintang 2 & 4 Lorong Sahabat, Kuala Lumpur 50200 Malaysia",http://www.havanakl.com/,$$ - $$$,$$ - $$$BarGrillPub,+60 3-2142 7170,"Bar, Pub, Grill",Vegetarian Friendly
Sagar Restaurant,4.0 ,"No. 16 Lorong Maarof Bangsar Park, Kuala Lumpur 59000 Malaysia",http://sagarrestaurant.com/,$$ - $$$,$$ - $$$IndianAsianVegetarian Friendly,+60 3-2284 2532,"Indian, Asian","Vegetarian Friendly, Vegan Options, Halal"
Inside Scoop,4.0 ,"57 Jalan SS22/19, Petaling Jaya 47400 Malaysia",http://www.facebook.com/insidescoopkl,$$ - $$$,$$ - $$$DessertCafe,+60 3-7490 7735,"Takeout, Seating",
Madam Kwan's Pavilion,3.5 ,"168 Jalan Bukit Bintang Pavilion Shopping Centre, Kuala Lumpur 55100 Malaysia",http://www.mymadamkwans.com/,$$ - $$$,$$ - $$$AsianNonya/MalaysianVegetarian Friendly,2143 2297,Asian,"Vegetarian Friendly, Halal"
WIP On The Park,5.0 ,"Marc Residence, No. 3, Jalan Pinang, Kuala Lumpur 50450 Malaysia",http://wip.com.my/,$$ - $$$,$$ - $$$EuropeanAsianBritish,+60 12-210 3055,,
,,,,,,,,
KLCC Chili's Grill & Bar,4.0 ,"Lot 346B. Level 3, Suria KLCC Kuala Lumpur City Centre 50088 Kuala Lumpur, Kuala Lumpur Malaysia",http://www.chilis.com.my/?page=location,$$ - $$$,$$ - $$$MexicanAmericanSouthwestern,+60 3-2164 1400,"Vegetarian Friendly, Halal","Lunch, Dinner, Brunch, After-hours"
WIP Bangsar Shopping Centre,4.0 ,"285, Jalan Maarof, Bukit Bandar Raya Lot G111, Ground Floor, Bangsar Shopping Centre, Kuala Lumpur 59000 Malaysia",http://wip.com.my/,$$ - $$$,$$ - $$$BarInternationalFusion,+60 12-650 5722,"Bar, Malaysian, International, Fusion",Vegetarian Friendly
Lounge In The Sky Malaysia,4.5 ,"Hive, Unit H-G-11, Trec, 438, Jalan Tun Razak, Kuala Lumpur, Kuala Lumpur 54500 Malaysia",http://elements.my/skylounge,$$$$,$$$$FrenchSouthwestern,+60 12-789 6509,"French, Southwestern","Dinner, After-hours, Drinks"
Sham's Cooked With Love,5.0 ,"Jalan Dutamas Dutamas, Kuala Lumpur 50480 Malaysia",http://lokalocal.com/tour/197/shams-malaysian-indian-cooking-class,$$ - $$$,$$ - $$$IndianAsianMalaysian,+60 17-539 9759,"Indian, Asian, Malaysian","Vegetarian Friendly, Vegan Options"
Suzi's Corner,4.0 ,"213/26 Jalan Ampang Batu 4 1/2, Jalan Ulu Kelang, Kuala Lumpur 55000 Malaysia",http://www.facebook.com/pages/suzis-corner/187090090532,$,$AmericanLebaneseMediterranean,+60 3-4256 6720,"American, Lebanese, Grill, Asian, Malaysian, Mediterranean",Halal
Samba Brazilian Steakhouse Avenue K,4.0 ,"156 Jalan Ampang 3rd Floor Avenue K Mall, Kuala Lumpur 50450 Malaysia",http://www.facebook.com/sambakualalumpur/,$$ - $$$,$$ - $$$SteakhouseBrazilianBarbecue,+60 16-331 8212,"Steakhouse, Brazilian, Barbecue",Halal
Ticklish Ribs & 'Wiches,5.0 ,"Jalan Alor Chakang Bukit Bintang, Kuala Lumpur 55100 Malaysia",https://www.facebook.com/ticklishribsalor/,$,$BarbecueAsianMalaysian,+60 16-336 6144,"Barbecue, Asian, Malaysian",Dinner
GravyBaby Bukit Damansara,4.0 ,"16 Jalan Medan Setia 2 Bukit Damansara, Kuala Lumpur 50490 Malaysia",http://www.gravybaby.com/,$$ - $$$,$$ - $$$BarBritishVegan Options,+60 16-449 0844,Vegan Options,"Breakfast, Lunch, Dinner, Brunch"
Indian Kitchen Bukit Bintang,4.5 ,"41&43 Jalan Sultan Ismail, Kuala Lumpur 50250 Malaysia",http://www.facebook.com/107529988813617/posts/pfbid0zvSy7yWQGcNorQeZHdRmEFcixzNFKtrMUiTzTAVdPAW2dxkgddkn7GWLKFBPdNNql/,$,$IndianAsianVegetarian Friendly,+60 16-697 0875,"Indian, Asian","Vegetarian Friendly, Vegan Options"
Astana Restaurant,4.5 ,"Jalan 1/149e A-01-10, Endah Promenade, Sri Petaling, Kuala Lumpur 57000 Malaysia",http://astana.beepit.com/,$$ - $$$,$$ - $$$RussianCentral Asian,+60 3-9054 3642,"Central Asian, Russian","Lunch, Dinner"
Wong Ah Wah,3.5 ,"1 Jalan Alor Golden Triangle, Kuala Lumpur 50200 Malaysia",https://www.facebook.com/WongAhWahRoastchickenwings/,$,$ChineseAsianMalaysian,+60 3-2144 2463,"Dinner, After-hours","Takeout, Outdoor Seating, Seating, Wheelchair Accessible, Serves Alcohol, Table Service"
Precious Old China,4.0 ,"Central Market, Kuala Lumpur Malaysia",http://www.oldchina.com.my/precious.html,$$ - $$$,$$ - $$$ChineseAsianNonya/Malaysian,2273 7372,"Chinese, Asian, Malaysian",Vegetarian Friendly
Pampas Reserve Steakhouse,4.5 ,"Jalan Bukit Ceylon No 2, Persiaran Raja Chulan, Kuala Lumpur 50200 Malaysia",http://www.tableapp.com/restaurant/pampasreserve-bukitceylon#/,$$ - $$$,$$ - $$$SteakhouseGrill,+60 12-211 1480,"Dinner, Lunch, After-hours, Drinks","Reservations, Outdoor Seating, Seating, Parking Available, Highchairs Available, Serves Alcohol, Full Bar, Table Service, Delivery, Wheelchair Accessible, Wine and Beer, Digital Payments, Live Music"
A Toast Breakfast & Juice Bar,4.5 ,"291 Jalan Pudu, Kuala Lumpur 55100 Malaysia",http://www.facebook.com/atoast.my/,$,$Quick BitesCafeHealthy,+60 13-277 5654,"Healthy, Cafe",Vegetarian Friendly
Jalan Alor Malaysian Street Food Kitchen (KLIA),4.0 ,"Kuala Lumpur International Airport Satellite Building, Level 2, Kuala Lumpur Malaysia",http://www.facebook.com/Pastelaria-Veneza-1530459797243675/,$,$ChineseAsianMalaysian,+60 12-213 3082,Vegetarian Friendly,"Dinner, Lunch, After-hours"
Saravanaa Bhavan,4.0 ,"196 Jalan Tun Sambanthan Brickfields 50470, Kuala Lumpur 50470 Malaysia",http://www.saravanabhavan.com/,$$ - $$$,$$ - $$$IndianAsianVegetarian Friendly,+60 3-7954 1755,"Vegetarian Friendly, Vegan Options","Lunch, Dinner, Breakfast, Brunch, After-hours, Drinks"
Mojo Restaurant & Bar KL,4.0 ,"No. 42 Jalan Doraisamy Asian Heritage Row, Kuala Lumpur 50300 Malaysia",http://www.facebook.com/mojokl.ahr/,$$ - $$$,$$ - $$$BarEuropeanAsian,+60 3-2697 7999,"Bar, European, Asian, Malaysian",Vegetarian Friendly
Babe Restaurant,4.5 ,"Jalan Changkat Semantan 11th Floor, Work@Clearwater Damansara Heights, Kuala Lumpur 50490 Malaysia",http://babe.com.my/,$$$$,$$$$JapaneseAsianVegetarian Friendly,+60 3-2095 8599,Vegetarian Friendly,Dinner
DIN by Din Tai Fung at Suria KLCC (NO PORK),4.0 ,"Suria KLCC Lot 417, Level 4, Kuala Lumpur 50088 Malaysia",http://din-my.com/,$$ - $$$,$$ - $$$ChineseVegetarian FriendlyHalal,+60 3-2181 0321,Chinese,"Vegetarian Friendly, Halal"
Taman Sari Brasserie,4.5 ,"73 Jalan Raja Chulan Hotel Istana, LOBBY LEVEL, EAST WING, Kuala Lumpur Malaysia",http://www.hotelistana.com.my/dine-taman,$$ - $$$,$$ - $$$AsianMalaysianVegetarian Friendly,+60 3-2141 9988,"Vegetarian Friendly, Halal","Breakfast, Lunch, Dinner"
Kin Kin Restaurant,4.0 ,"Lorong Tunku Abudul Rahman 2, Kuala Lumpur Malaysia",http://m.facebook.com/pages/Kin-Kin-Pan-Mee-Restaurant-In-Chow-Kit/144214592345321,$,$ChineseAsianMalaysian,+60 10-220 4322,"Breakfast, Lunch, Brunch","Seating, Table Service, Takeout"
Village Roast Duck,4.0 ,"168 Jalan Bukit Bintang 7.01.05, Level 7, Pavilion Mall, Kuala Lumpur 55100 Malaysia",http://www.facebook.com/Village-Roast-Duck-180796025296881/,$$ - $$$,$$ - $$$ChineseAsianCantonese,+60 3-2110 6682,"Lunch, Dinner","Takeout, Reservations, Seating, Wheelchair Accessible, Serves Alcohol, Table Service"
The Red Beanbag,4.0 ,"LotA 4-1-8 Jalan Dutamas 1 Solaris Dutamas, Kuala Lumpur 50480 Malaysia",http://www.facebook.com/theredbeanbag,$$ - $$$,$$ - $$$CafeFusionVegetarian Friendly,+60 3-2856 8814,"Fusion, Cafe","Vegetarian Friendly, Vegan Options"
Serai Pavilion KL,4.0 ,"35 Jalan Bukit Bintang Pavilion KL, 7.01.04, Level 7, Kuala Lumpur 55100 Malaysia",http://seraigroup.com.my/home/,$$ - $$$,$$ - $$$AsianMalaysianVegetarian Friendly,+60 3-2110 5353,"Vegetarian Friendly, Halal, Vegan Options","Lunch, Dinner, Brunch"
Cinnamon Coffee House,4.5 ,"Bandar Utama City Centre First Avenue One World Hotel, Petaling Jaya 47800 Malaysia",http://www.oneworldhotel.com.my/dine/cinnamon-coffee-house/,$$ - $$$,$$ - $$$InternationalAsianMalaysian,+60 3-7681 1157,"Vegan Options, Halal, Vegetarian Friendly","Breakfast, Lunch, Dinner, Brunch, Drinks"
Lobby Lounge at Shangri-La Hotel,4.5 ,"Shangri-La Hotel Kuala Lumpur 11 Jalan Sultan Ismail Lobby Level, Kuala Lumpur 50250 Malaysia",http://www.shangri-la.com/kualalumpur/shangrila/dining/bars-lounges/lobby-lounge/,$$ - $$$,$$ - $$$InternationalVegetarian FriendlyVegan Options,+60 3-2032 2388,International,"Vegetarian Friendly, Vegan Options, Halal, Gluten Free Options"
Mr Chew's Chino Latino Bar,4.0 ,"19 Persiaran KLCC Troika Sky Dining Level 23a, Tower B The Troika, Kuala Lumpur 50088 Malaysia",http://www.mr-chew.com/,$$ - $$$,$$ - $$$AsianVegetarian Friendly,+60 3-2162 0886,Asian,Vegetarian Friendly
IPPUDO Gardens Mall,4.0 ,"Lot-T218, 3rd Floor,The Gardens Mall, Lingkaran Syed Putra, Kuala Lumpur 59200 Malaysia",http://www.ippudo.com.my/store-location/#thegardens,$$ - $$$,$$ - $$$JapaneseAsian,+60 3-2201 6238,,
Roost,4.5 ,"69-1 Jalan Telawi 3 Bangsar Baru, Kuala Lumpur 59100 Malaysia",http://www.facebook.com/Roostkl/,$$ - $$$,$$ - $$$EuropeanFusionVegetarian Friendly,+60 3-2201 1710,"European, Fusion","Vegetarian Friendly, Vegan Options, Gluten Free Options"
Suki-Ya,4.0 ,"168 Jalan Bukit Bintang Pavilion Kuala Lumpur, Kuala Lumpur Malaysia",http://www.suki-ya.com/index.php,$$ - $$$,$$ - $$$JapaneseAsianVegetarian Friendly,+60 3-2141 4272,"Vegetarian Friendly, Halal","Lunch, Dinner"
Cantaloupe,4.0 ,"Level 23a Tower B Level 23A, Tower B the Troika 19 Persiaran Klcc, Kuala Lumpur 50450 Malaysia",http://www.troikaskydining.com/cantaloupe,$$$$,$$$$EuropeanContemporaryVegetarian Friendly,+60 3-2162 0886,"Gluten Free Options, Vegetarian Friendly","Lunch, Dinner, After-hours"
Fahrenheit 600,4.0 ,"Level G2, No. 1, Jalan Dutamas 1, Solaris Dutamas, 50480 Kuala Lumpur, Malaysia Jalan Blok a We are Opposite Ben's Kitchen and next to Healy Macs Irish Bar, Kuala Lumpur 50480 Malaysia",http://watsoniaoverseas.com/f600/,$$ - $$$,$$ - $$$ItalianPizzaCafe,+60 3-6206 3417,"Italian, Pizza, Cafe, European","Vegetarian Friendly, Vegan Options"
The Magnificent Fish & Chips Bar,4.0 ,"28 Changkat Bukit Bintang, Kuala Lumpur 50200 Malaysia",http://www.thechippykl.com/,$$ - $$$,$$ - $$$BarSeafoodBritish,+60 3-2142 7021,"Bar, Seafood, British, Pub, Gastropub","Lunch, Dinner, Drinks"
Chez Gaston KL by Rendez-Vous,4.0 ,"12G Jalan Bangsar Utama 9, Kuala Lumpur 59000 Malaysia",https://www.facebook.com/chezgastonkl/,$$ - $$$,$$ - $$$FrenchEuropeanVegetarian Friendly,+60 11-3993 0036,"French, European",Vegetarian Friendly
Tarbush Starhill,4.0 ,"LG 16, Starhill Gallery Jalan Bukit Bintang, Kuala Lumpur 55100 Malaysia",,$$ - $$$,$$ - $$$LebaneseMediterraneanMiddle Eastern,+60 3-2144 6393,"Lebanese, Mediterranean, Middle Eastern","Vegetarian Friendly, Halal, Vegan Options"
Enak KL,4.0 ,"181 Jalan Bukit Bintang Feast Village Starhill Gallery at JW Marriott Kuala Lumpur, Kuala Lumpur 55100 Malaysia",http://www.feastvillage.com/enak-kl/,$$ - $$$,$$ - $$$AsianMalaysianVegetarian Friendly,+60 3-2782 3807,"Malaysian, Asian","Vegetarian Friendly, Halal"
Oriental Pavillion,4.0 ,"P1-04, Level 1 Podium, PJ 33 No.3, Jalan Semangat, Seksyen 13, Petaling Jaya 46200 Malaysia",http://www.orientalrestaurants.com.my/Restaurants/OPavillion/OrientalPavillionProfile.aspx?page=OPavillion_Profile,$$ - $$$,$$ - $$$ChineseCantoneseHong Kong,+60 3-7956 9288,,
Colonial Cafe,4.0 ,"5 Jalan Sultan Hishamuddin, Kuala Lumpur 50000 Malaysia",http://www.majestickl.com/dining.html,$$$$,$$$$CafeInternationalContemporary,+60 3-2785 8000,"Cafe, Malaysian, International, Contemporary",Drinks
Crystal,5.0 ,"No. 6 Jalan Stesen Sentral No.6, Jalan Stesen Sentral 2, Kuala Lumpur 50470 Malaysia",http://www.marriott.com/hotels/hotel-information/restaurant/details/kulxr-the-st-regis-kuala-lumpur/5975434/,$$$$,$$$$AmericanBarAsian,+60 3-2727 6690,"Bar, American, Asian, Pub, Malaysian","Vegetarian Friendly, Vegan Options"
Charcoal Restaurant,4.0 ,"Jalan Lapangan Terbang Saas Saujana Resort, Shah Alam 40150 Malaysia",https://www.saujanahotels.com/dining/charcoal,$$ - $$$,$$ - $$$AsianGrillMalaysian,+60 3-7843 1234,Vegetarian Friendly,"Lunch, Dinner, Breakfast, Brunch"
Gavel Coffee Kitchen Craft Beers,4.5 ,"20 Jalan Yap Ah Shak, Kuala Lumpur 50300 Malaysia",https://www.facebook.com/YapAhShak/,$$ - $$$,$$ - $$$BarCafeContemporary,+60 12-209 7950,"Bar, Cafe, Contemporary","Vegan Options, Vegetarian Friendly"
The Italian Market,4.5 ,"Changkat Bukit Bintang No.32, Kuala Lumpur 50200 Malaysia",http://www.theitalianmarket.com.my/,$$ - $$$,$$ - $$$ItalianMediterraneanEuropean,+60 3-2141 1131,"Italian, Mediterranean, European","Vegetarian Friendly, Vegan Options"
Wadi Hadramawt,4.5 ,"226 Jalan Ampang, Kuala Lumpur 50450 Malaysia",http://www.wadihadramawt.com/,$$ - $$$,$$ - $$$MediterraneanArabicVegetarian Friendly,+60 3-4253 3333,"Vegetarian Friendly, Halal, Vegan Options","Lunch, Dinner, After-hours"
Way Modern Chinois,4.5 ,"Level GF Lot No. 1, Work at Clearwater Changkat Semantan, Kuala Lumpur 50490 Malaysia",http://www.way.com.my/,$$ - $$$,$$ - $$$ChineseAsianCantonese,+60 3-2095 1118,"Chinese, Asian",Vegetarian Friendly
Mo-Mo Paradise,5.0 ,"10 Jalan Sultan Ismail Lot P1, Unit P1-10, P1-11 Level 4, Kuala Lumpur 55100 Malaysia",http://www.facebook.com/momoparadisemy/,$$ - $$$,$$ - $$$JapaneseAsian,+60 3-2110 3588,"Japanese, Asian","Lunch, Dinner"
"Dolly Dim Sum, NU Sentral",4.0 ,"No. 201 Jalan Tun Samanthan LG. 43, NU Sentral, Kuala Lumpur 50470 Malaysia",http://www.dollydimsum.com/,$$ - $$$,$$ - $$$ChineseAsianCantonese,+60 3-2856 0663,"Vegetarian Friendly, Halal","Lunch, Dinner, Brunch"
